image,perturbation_type,original_caption,perturbed_caption
1110208841_5bb6806afe.jpg,hallucination,a black and white border collie catches a frisbee in front of an audience,a black and white border collie catches a frisbee in front of an audience with a helicopter
3052038928_9f53aa2084.jpg,original,a group of five young adults lounging indoors,a group of five young adults lounging indoors
3052038928_9f53aa2084.jpg,hallucination,a group of five young adults lounging indoors,a group of five young adults lounging indoors with a television
308014594_f1d5e75507.jpg,original,two japanese girls are wearing traditional dress,two japanese girls are wearing traditional dress
308014594_f1d5e75507.jpg,negation,two japanese girls are wearing traditional dress,two japanese girls are not wearing traditional dress
308014594_f1d5e75507.jpg,hallucination,two japanese girls are wearing traditional dress,two japanese girls are wearing traditional dress with an umbrella
957682378_46c3b07bcd.jpg,original,a brown dog and a black dog run into each other in the grass,a brown dog and a black dog run into each other in the grass
957682378_46c3b07bcd.jpg,object_replacement,a brown dog and a black dog run into each other in the grass,a brown cat and a black dog run into each other in the grass
957682378_46c3b07bcd.jpg,hallucination,a brown dog and a black dog run into each other in the grass,a brown dog and a black dog run into each other in the grass with a television
3265964840_5374ed9c53.jpg,original,a boy on a snowboard leaps through the air,a boy on a snowboard leaps through the air
3265964840_5374ed9c53.jpg,person_replacement,a boy on a snowboard leaps through the air,a girl on a snowboard leaps through the air
3265964840_5374ed9c53.jpg,hallucination,a boy on a snowboard leaps through the air,a boy on a snowboard leaps through the air with an umbrella
2049051050_20359a434a.jpg,original,a girl in a black jacket and hat is covered in a pink blanket,a girl in a black jacket and hat is covered in a pink blanket
2049051050_20359a434a.jpg,person_replacement,a girl in a black jacket and hat is covered in a pink blanket,a boy in a black jacket and hat is covered in a pink blanket
2049051050_20359a434a.jpg,color_replacement,a girl in a black jacket and hat is covered in a pink blanket,a girl in a black jacket and hat is covered in a purple blanket
2049051050_20359a434a.jpg,hallucination,a girl in a black jacket and hat is covered in a pink blanket,a girl in a black jacket and hat is covered in a pink blanket with an umbrella
3350786891_6d39b234e9.jpg,original,a group of dark skinned children are sitting beside a red metal container,a group of dark skinned children are sitting beside a red metal container
3350786891_6d39b234e9.jpg,color_replacement,a group of dark skinned children are sitting beside a red metal container,a group of dark skinned children are sitting beside a blue metal container
3350786891_6d39b234e9.jpg,action_replacement,a group of dark skinned children are sitting beside a red metal container,a group of dark skinned children are standing beside a red metal container
3350786891_6d39b234e9.jpg,negation,a group of dark skinned children are sitting beside a red metal container,a group of dark skinned children are not sitting beside a red metal container
3350786891_6d39b234e9.jpg,hallucination,a group of dark skinned children are sitting beside a red metal container,a group of dark skinned children are sitting beside a red metal container with a traffic cone
2701603045_6cbdc4ce7c.jpg,original,a boy is wading through water,a boy is wading through water
2701603045_6cbdc4ce7c.jpg,person_replacement,a boy is wading through water,a girl is wading through water
2701603045_6cbdc4ce7c.jpg,negation,a boy is wading through water,a boy is not wading through water
2701603045_6cbdc4ce7c.jpg,hallucination,a boy is wading through water,a boy is wading through water with a traffic cone
1287931016_fb015e2e10.jpg,original,a black and a white dog on the snow,a black and a white dog on the snow
1287931016_fb015e2e10.jpg,object_replacement,a black and a white dog on the snow,a black and a white cat on the snow
1287931016_fb015e2e10.jpg,hallucination,a black and a white dog on the snow,a black and a white dog on the snow with a suitcase
2518508760_68d8df7365.jpg,original,a dog in a yellow jersey is running a race,a dog in a yellow jersey is running a race
2518508760_68d8df7365.jpg,object_replacement,a dog in a yellow jersey is running a race,a cat in a yellow jersey is running a race
2518508760_68d8df7365.jpg,color_replacement,a dog in a yellow jersey is running a race,a dog in a green jersey is running a race
2518508760_68d8df7365.jpg,negation,a dog in a yellow jersey is running a race,a dog in a yellow jersey is not running a race
2518508760_68d8df7365.jpg,hallucination,a dog in a yellow jersey is running a race,a dog in a yellow jersey is running a race with a television
3455757720_7aeba57056.jpg,original,a brown dog running along the dirt shore of a stream,a brown dog running along the dirt shore of a stream
3455757720_7aeba57056.jpg,object_replacement,a brown dog running along the dirt shore of a stream,a brown cat running along the dirt shore of a stream
3455757720_7aeba57056.jpg,hallucination,a brown dog running along the dirt shore of a stream,a brown dog running along the dirt shore of a stream with an umbrella
3652572138_34d6b72999.jpg,original,a boy jumps,a boy jumps
3652572138_34d6b72999.jpg,person_replacement,a boy jumps,a girl jumps
3652572138_34d6b72999.jpg,hallucination,a boy jumps,a boy jumps with a suitcase
1075881101_d55c46bece.jpg,original,a boy cleans the bubbles off his face,a boy cleans the bubbles off his face
1075881101_d55c46bece.jpg,person_replacement,a boy cleans the bubbles off his face,a girl cleans the bubbles off her face
1075881101_d55c46bece.jpg,hallucination,a boy cleans the bubbles off his face,a boy cleans the bubbles off his face with a helicopter
3695949492_27ca3892fd.jpg,original,two dogs holding opposite ends of a toy with their mouths swimming,two dogs holding opposite ends of a toy with their mouths swimming
3695949492_27ca3892fd.jpg,hallucination,two dogs holding opposite ends of a toy with their mouths swimming,two dogs holding opposite ends of a toy with their mouths swimming with an umbrella
3496028495_431cfdc042.jpg,original,a brown dog swimming in the water with a tennis ball in his mouth,a brown dog swimming in the water with a tennis ball in his mouth
3496028495_431cfdc042.jpg,object_replacement,a brown dog swimming in the water with a tennis ball in his mouth,a brown cat swimming in the water with a tennis ball in his mouth
3496028495_431cfdc042.jpg,hallucination,a brown dog swimming in the water with a tennis ball in his mouth,a brown dog swimming in the water with a tennis ball in his mouth with a helicopter
3134644844_493eec6cdc.jpg,original,a man is playing a guitar for a little girl in a hospital,a man is playing a guitar for a little girl in a hospital
3134644844_493eec6cdc.jpg,person_replacement,a man is playing a guitar for a little girl in a hospital,a woman is playing a guitar for a little girl in a hospital
3134644844_493eec6cdc.jpg,negation,a man is playing a guitar for a little girl in a hospital,a man is not playing a guitar for a little girl in a hospital
3134644844_493eec6cdc.jpg,hallucination,a man is playing a guitar for a little girl in a hospital,a man is playing a guitar for a little girl in a hospital with a suitcase
3242808166_8638150274.jpg,original,a bike rider in red rides through the trees down a snowy hill,a bike rider in red rides through the trees down a snowy hill
3242808166_8638150274.jpg,object_replacement,a bike rider in red rides through the trees down a snowy hill,a motorcycle rider in red rides through the trees down a snowy hill
3242808166_8638150274.jpg,color_replacement,a bike rider in red rides through the trees down a snowy hill,a bike rider in blue rides through the trees down a snowy hill
3242808166_8638150274.jpg,hallucination,a bike rider in red rides through the trees down a snowy hill,a bike rider in red rides through the trees down a snowy hill with a traffic cone
2206960564_325ed0c7ae.jpg,original,a beige puppy walks across the floor,a beige puppy walks across the floor
2206960564_325ed0c7ae.jpg,hallucination,a beige puppy walks across the floor,a beige puppy walks across the floor with a suitcase
2886411666_72d8b12ce4.jpg,original,a black brown and white dog is running beside a green fence in a grassy garden,a black brown and white dog is running beside a green fence in a grassy garden
2886411666_72d8b12ce4.jpg,object_replacement,a black brown and white dog is running beside a green fence in a grassy garden,a black brown and white cat is running beside a green fence in a grassy garden
2886411666_72d8b12ce4.jpg,color_replacement,a black brown and white dog is running beside a green fence in a grassy garden,a black brown and white dog is running beside a yellow fence in a grassy garden
2886411666_72d8b12ce4.jpg,action_replacement,a black brown and white dog is running beside a green fence in a grassy garden,a black brown and white dog is standing beside a green fence in a grassy garden
2886411666_72d8b12ce4.jpg,negation,a black brown and white dog is running beside a green fence in a grassy garden,a black brown and white dog is not running beside a green fence in a grassy garden
2886411666_72d8b12ce4.jpg,hallucination,a black brown and white dog is running beside a green fence in a grassy garden,a black brown and white dog is running beside a green fence in a grassy garden with a helicopter
3225998968_ef786d86e0.jpg,original,a man on skis on a snowcovered hill with mountains in the background,a man on skis on a snowcovered hill with mountains in the background
3225998968_ef786d86e0.jpg,person_replacement,a man on skis on a snowcovered hill with mountains in the background,a woman on skis on a snowcovered hill with mountains in the background
3225998968_ef786d86e0.jpg,hallucination,a man on skis on a snowcovered hill with mountains in the background,a man on skis on a snowcovered hill with mountains in the background with an umbrella
136639119_6040b00946.jpg,original,a climber is attempting to climb around an overhang above the woods,a climber is attempting to climb around an overhang above the woods
136639119_6040b00946.jpg,negation,a climber is attempting to climb around an overhang above the woods,a climber is not attempting to climb around an overhang above the woods
136639119_6040b00946.jpg,hallucination,a climber is attempting to climb around an overhang above the woods,a climber is attempting to climb around an overhang above the woods with a television
61209225_8512e1dad5.jpg,original,a civil war reenactment with cannon teams firing cannons,a civil war reenactment with cannon teams firing cannons
61209225_8512e1dad5.jpg,hallucination,a civil war reenactment with cannon teams firing cannons,a civil war reenactment with cannon teams firing cannons with a suitcase
1057089366_ca83da0877.jpg,original,a boy descends off the end of a high diving board,a boy descends off the end of a high diving board
1057089366_ca83da0877.jpg,person_replacement,a boy descends off the end of a high diving board,a girl descends off the end of a high diving board
1057089366_ca83da0877.jpg,hallucination,a boy descends off the end of a high diving board,a boy descends off the end of a high diving board with an umbrella
3066491113_86569e15be.jpg,original,a black dog is following a brown dog that is carrying a brown plate through a grassy field,a black dog is following a brown dog that is carrying a brown plate through a grassy field
3066491113_86569e15be.jpg,object_replacement,a black dog is following a brown dog that is carrying a brown plate through a grassy field,a black cat is following a brown dog that is carrying a brown plate through a grassy field
3066491113_86569e15be.jpg,negation,a black dog is following a brown dog that is carrying a brown plate through a grassy field,a black dog is not following a brown dog that is carrying a brown plate through a grassy field
3066491113_86569e15be.jpg,hallucination,a black dog is following a brown dog that is carrying a brown plate through a grassy field,a black dog is following a brown dog that is carrying a brown plate through a grassy field with a traffic cone
3608663656_9192a21eeb.jpg,original,a man climbs up the side of a steep rock that overlooks a river,a man climbs up the side of a steep rock that overlooks a river
3608663656_9192a21eeb.jpg,person_replacement,a man climbs up the side of a steep rock that overlooks a river,a woman climbs up the side of a steep rock that overlooks a river
3608663656_9192a21eeb.jpg,hallucination,a man climbs up the side of a steep rock that overlooks a river,a man climbs up the side of a steep rock that overlooks a river with a traffic cone
3275537015_74e04c0f3e.jpg,original,four girls are playing volleyball on a sandy beach near ocean,four girls are playing volleyball on a sandy beach near ocean
3275537015_74e04c0f3e.jpg,negation,four girls are playing volleyball on a sandy beach near ocean,four girls are not playing volleyball on a sandy beach near ocean
3275537015_74e04c0f3e.jpg,hallucination,four girls are playing volleyball on a sandy beach near ocean,four girls are playing volleyball on a sandy beach near ocean with a traffic cone
1457762320_7fe121b285.jpg,original,a group of bicyclists getting ready for a ride,a group of bicyclists getting ready for a ride
1457762320_7fe121b285.jpg,hallucination,a group of bicyclists getting ready for a ride,a group of bicyclists getting ready for a ride with an umbrella
2407091303_931c918490.jpg,original,a child plays at a playground,a child plays at a playground
2407091303_931c918490.jpg,hallucination,a child plays at a playground,a child plays at a playground with a suitcase
2164363131_6930455d45.jpg,original,a dog leaps for a toy on a road,a dog leaps for a toy on a road
2164363131_6930455d45.jpg,object_replacement,a dog leaps for a toy on a road,a cat leaps for a toy on a road
2164363131_6930455d45.jpg,hallucination,a dog leaps for a toy on a road,a dog leaps for a toy on a road with an umbrella
